OBJECTID,study_id,site_id,number_sites,latitude_decimal,longitude_decimal,biome_IGBP,Gridded_IGBP,Biome,Biome_rough,Extracted_IGBP_Biome,forest_type,mat_c,map_mm,elevation_asl_m,data_type,pub_year,ref,collected_by,notes,Field16,Biome_decription_from_paper,Extracted_USDA_soil_taxonomy_suborders,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_IGBP_Biome,N_Dep1,DtB1,Elevation,Roughness,Slope,Extracted_Seasonality,ExtractBNF1,ExtractNloss1
5,4,4.1,1,23.17,112.17,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,,21,1927,,field flux,2019,"Nie, Y., X. Han, J. Chen, M. Wang, and W. Shen. 2019. The simulated N deposition accelerates net N mineralization and nitrification in a tropical forest soil. BIOGEOSCIENCES 16:4277–4291.",CF,,,evergreen broadleaf tropical forests,89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
227,137,137.1,1,23.17,112.17,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,21,1927,ND,field flux,2008,"Zhang, W., J. Mo, G. Yu, Y. Fang, D. Li, X. Lu, and H. Wang. 2008. Emissions of nitrous oxide from three tropical forests in Southern China in response to simulated nitrogen deposition. PLANT AND SOIL 306:221–236.",JVO,,,evergreen broadleaf tropical forest,89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
228,137,137.2,2,23.17,112.17,"""disturbed forest (pine)""",Evergreen Broadleaf Forests,EBF,EBF,2,Secondary,21,1927,ND,field flux,2008,"Zhang, W., J. Mo, G. Yu, Y. Fang, D. Li, X. Lu, and H. Wang. 2008. Emissions of nitrous oxide from three tropical forests in Southern China in response to simulated nitrogen deposition. PLANT AND SOIL 306:221–236.",JVO,,,"""disturbed forest (pine) & rehabilitaed forest (pine & broadleaf)""",89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
238,146,146.1,1,23.17,112.17,"""monsoon forest""",Evergreen Broadleaf Forests,EBF,EBF,2,Primary,21,1927,ND,field flux,2019,"Han, X., C. Xu, Y. Nie, J. He, W. Wang, Q. Deng, and W. Shen. 2019. Seasonal Variations in N2O Emissions in a Subtropical Forest With Exogenous Nitrogen Enrichment are Predominately Influenced by the Abundances of Soil Nitrifiers and Denitrifiers. JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES 124:3635–3651.",CF,,,"""monsoon forest""",89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
362,219,219.1,1,23.17,112.17,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,21,1930,250-300,field flux,2019,"Tian, J., J. Dungait, X. Lu, Y. Yang, I. Hartley, W. Zhang, J. Mo, G. Yu, J. Zhou, and Y. Kuzyakov. 2019. Long-term nitrogen addition modifies microbial composition and functions for slow carbon cycling and increased sequestration in tropical forest soil. GLOBAL CHANGE BIOLOGY 25:3267–3281.",CF,,,evergreen broadleaf tropical forest,89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
367,223,223.1,1,23.17,112.17,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,21,1927,ND,lab flux,2020,"Chen, W., and S. Peng. 2020. Land-use legacy effects shape microbial contribution to N2O production in it three tropical forests. GEODERMA 358.",CF,,,evergreen broadleaf tropical forest,89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
368,223,223.2,1,23.17,112.17,transitional tropical forest (pine and broadleaf),Evergreen Broadleaf Forests,EBF,EBF,2,Secondary,21,1927,ND,lab flux,2020,"Chen, W., and S. Peng. 2020. Land-use legacy effects shape microbial contribution to N2O production in it three tropical forests. GEODERMA 358.",CF,,,transitional tropical forest (pine and broadleaf),89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
369,223,223.3,1,23.17,112.17,evergreen coniferous (pine) tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Secondary,21,1927,ND,lab flux,2020,"Chen, W., and S. Peng. 2020. Land-use legacy effects shape microbial contribution to N2O production in it three tropical forests. GEODERMA 358.",CF,,,evergreen coniferous (pine) tropical forest,89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
381,232,232.1,1,23.17,112.17,"""coniferous""",Evergreen Broadleaf Forests,EBF,EBF,2,Secondary,21,1927,ND,inferred N2O production/ microbial,2022,"Chen, W., F. Su, Y. Nie, B. Zhong, Y. Zheng, J. Mo, B. Xiong, and X. Lu. 2022. Divergent responses of soil microbial functional groups to long-term high nitrogen presence in the tropical forests. SCIENCE OF THE TOTAL ENVIRONMENT 821.",JVO,,,"""coniferous""",89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
382,232,232.2,1,23.17,112.17,"""mixed forest""",Evergreen Broadleaf Forests,EBF,EBF,2,Secondary,21,1927,ND,inferred N2O production/ microbial,2022,"Chen, W., F. Su, Y. Nie, B. Zhong, Y. Zheng, J. Mo, B. Xiong, and X. Lu. 2022. Divergent responses of soil microbial functional groups to long-term high nitrogen presence in the tropical forests. SCIENCE OF THE TOTAL ENVIRONMENT 821.",JVO,disturbed coniferous,,"""mixed forest""",89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
383,232,232.3,1,23.17,112.17,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,21,1927,ND,inferred N2O production/ microbial,2022,"Chen, W., F. Su, Y. Nie, B. Zhong, Y. Zheng, J. Mo, B. Xiong, and X. Lu. 2022. Divergent responses of soil microbial functional groups to long-term high nitrogen presence in the tropical forests. SCIENCE OF THE TOTAL ENVIRONMENT 821.",JVO,restored mixed,,evergreen broadleaf tropical forest,89,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,2,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
236,144,144.1,2,-22.76,-43.68,grassland tropical C4,Savannas,Savannas,Savannas,9,,22-28,138,ND,field flux,2012,"Alves, B., K. Smith, R. Flores, A. Cardoso, W. Oliveira, C. Jantalia, S. Urquiaga, and R. Boddey. 2012. Selection of the most suitable sampling time for static chambers for the estimation of daily mean N2O flux from soils. SOIL BIOLOGY & BIOCHEMISTRY 46:129–135.",CF,*at Seropédica in Brazil,,*grassland,82,1459.19043,23.74704361,1034.947632,,,,373.5899963,-0.518345773,3.471613169,1.285300016,9,,3396,31,11,0.828120947,52.83142471,,
439,269,269.3,1,9.42,-82.4,wetland,Evergreen Broadleaf Forests,Permanent Wetlands,Permanent Wetlands,2,,26.4 ± 0.1,3092 ± 181,ND,field flux,2016,"Hoyos-Santillan, J., Craigon, J., Lomax, B.H. et al. Root oxygen loss from Raphia taedigera palms mediates greenhouse gas emissions in lowland neotropical peatlands. Plant Soil 404, 47–60 (2016). https://doi.org/10.1007/s11104-016-2824-4",SL,,,palm swamp peatlands,11,2758.909424,26.38406754,1408.442871,55,2538,671,469.6593628,,,1.314200044,2,1130.48999,3827,9,9,0.640388727,31.60780334,,
384,233,233.1,1,18.608333,108.841667,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,24.5,1000-3600,0-1412,field flux,2018,"Yang, H., S. Liu, Y. Li, and H. Xu. 2018. Diurnal variations and gap effects of soil CO2, N2O and CH4 fluxes in a typical tropical montane rainforest in Hainan Island, China. ECOLOGICAL RESEARCH 33:379–392.",JVO,,,"""tropical montane rainforest""",62,1373.785767,24.5704155,1009.071411,58,582,282,422.5808411,-1.402739525,6.812356949,1.322900057,2,2710.689941,1858,311,94.5,9.141546249,78.24111938,,
3,3,3.1,2,19.83,-96.45,mangrove,Woody Savannas,Mangrove,Permanent Wetlands,8,,17-37,1200-1650,,field flux,2020,"Hernandez, M., and D. Junca-Gomez. 2020. Carbon stocks and greenhouse gas emissions (CH4 and N2O) in mangroves with different vegetation assemblies in the central coastal of Veracruz Mexico. SCIENCE OF THE TOTAL ENVIRONMENT 741.",JVO,may be able to collapse into one site within 10km,,mangrove,75,1300.323853,25.49517822,1040.095215,66,416,333,,-1.632959962,5.87035656,1.338500023,8,282.3599854,25,1.5,11.5,1.320295095,80.08032227,,
255,159,159.3,1,19.83,-96.45,wetland,Woody Savannas,Permanent Wetlands,Permanent Wetlands,8,,ND,1200-1652,ND,field flux,2015,"Marin-Muniz, J., M. Hernandez, and P. Moreno-Casasola. 2015. Greenhouse gas emissions from coastal freshwater wetlands in Veracruz Mexico: Effect of plant community and seasonal dynamics. ATMOSPHERIC ENVIRONMENT 107:107–117.",JVO,,,wetland,75,1300.323853,25.49517822,1040.095215,66,416,333,,-1.632959962,5.87035656,1.338500023,8,282.3599854,25,1.5,11.5,1.320295095,80.08032227,,
57,39,39.1,1,18.72,108.88,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,19.8,2449,800-1000,field flux,2018,"Tang, W., D. Chen, O. Phillips, X. Liu, Z. Zhou, Y. Li, D. Xi, F. Zhu, J. Fang, L. Zhang, M. Lin, J. Wu, and Y. Fang. 2018. Effects of long-term increased N deposition on tropical montane forest soil N-2 and N2O emissions. SOIL BIOLOGY & BIOCHEMISTRY 126:194–203.",FS,Lat longs taken from site decsriptions in cited paper Du et al 2013,,evergreen broadleaf tropical forests,62,1620.071411,20.86061478,998.6190186,51,677,389,422.5808411,-1.049892664,6.8834095,1.345399976,2,2710.689941,3392,1130.5,135.5,10.37569523,76.23284149,,
58,39,39.2,1,18.72,108.88,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,Secondary,19.8,2449,800-1000,field flux,2018,"Tang, W., D. Chen, O. Phillips, X. Liu, Z. Zhou, Y. Li, D. Xi, F. Zhu, J. Fang, L. Zhang, M. Lin, J. Wu, and Y. Fang. 2018. Effects of long-term increased N deposition on tropical montane forest soil N-2 and N2O emissions. SOIL BIOLOGY & BIOCHEMISTRY 126:194–203.",FS,Lat longs taken from site decsriptions in cited paper Du et al 2013,,evergreen broadleaf tropical forests,62,1620.071411,20.86061478,998.6190186,51,677,389,422.5808411,-1.049892664,6.8834095,1.345399976,2,2710.689941,3392,1130.5,135.5,10.37569523,76.23284149,,
285,178,178.1,1,8.75,-82.25,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,20.3,5461,1200-1300,field flux,2014,"Corre, M., J. Sueta, and E. Veldkamp. 2014. Nitrogen-oxide emissions from tropical forest soils exposed to elevated nitrogen input strongly interact with rainfall quantity and seasonality. BIOGEOCHEMISTRY 118:103–120.",CF,,,lower montane rainforest,62,3098.199951,18.80676651,1021.728577,52,908,635,432.1384583,-0.992766798,6.180771828,1.347000003,2,370.2799988,1200,1071.5,104.5,10.10344315,58.93287659,,
344,209,209.2,1,8.75,-82.25,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,20.1,5532,1200-1300,field flux,2009,"Koehler, B., M. Corre, E. Veldkamp, H. Wullaert, and S. Wright. 2009. Immediate and long-term nitrogen oxide emissions from tropical forest soils exposed to elevated nitrogen input. GLOBAL CHANGE BIOLOGY 15:2049–2066.",JVO,*described as old growth,,"""lower montane rainforest",62,3098.199951,18.80676651,1021.728577,52,908,635,432.1384583,-0.992766798,6.180771828,1.347000003,2,370.2799988,1200,1071.5,104.5,10.10344315,58.93287659,,
370,224,224.1,2,19,-69.67,"""subtropical broadleaf forest""",Evergreen Broadleaf Forests,EBF,EBF,2,Primary,25.2,2000,50,microbial,2005,"Templer, P., P. Groffman, A. Flecker, and A. Power. 2005. Land use change and soil nutrient transformations in the Los Haitises region of the Dominican Republic. SOIL BIOLOGY & BIOCHEMISTRY 37:215–225.",CF,*Western coordinate labeled east but the site is in the DR,,"""subtropical broadleaf forest""",34,2318.333252,25.01646805,1431.633301,51,676,525,532.4649658,-1.083100557,7.079176426,1.348199964,2,348,2276,291,20,1.351428866,36.26166534,,
371,224,224.2,1,19,-69.67,Mogote?,Evergreen Broadleaf Forests,EBF,EBF,2,,25.2,2000,50,microbial,2005,"Templer, P., P. Groffman, A. Flecker, and A. Power. 2005. Land use change and soil nutrient transformations in the Los Haitises region of the Dominican Republic. SOIL BIOLOGY & BIOCHEMISTRY 37:215–225.",CF,*Western coordinate labeled east but the site is in the DR,,Mogote?,34,2318.333252,25.01646805,1431.633301,51,676,525,532.4649658,-1.083100557,7.079176426,1.348199964,2,348,2276,291,20,1.351428866,36.26166534,,
283,176,176.1,1,1.74,31.54,semi-deciduous tropical fores,Evergreen Broadleaf Forests,EBF,EBF,2,ND,25,1700,ND,field flux,2021,"Tamale, J., R. Huppi, M. Griepentrog, L. Turyagyenda, M. Barthel, S. Doetterl, P. Fiener, and O. van Straaten. 2021. Nutrient limitations regulate soil greenhouse gas fluxes from tropical forests: evidence from an ecosystem-scale nutrient manipulation experiment in Uganda. SOIL 7:433–451.",CF,,,semi-deciduous tropical fores,62,1286.533325,24.2991066,1146.204712,55,429,367,398.183197,-1.970289946,6.650410175,1.351899981,2,1641.449951,2954,1071,27.5,2.299271107,43.80570984,7.422916412,5.271791458
420,252,252.6,1,22.1,-159.63,evergreen broadleaf tropical forests,Woody Savannas,EBF,EBF,8,,16,2500,1134,field flux,1995,"Crews, T. E., Kitayama, K., Fownes, J. H., Riley, R. H., Herbert, D. A., Mueller-Dombois, D., & Vitousek, P. M. (1995). Changes in Soil Phosphorus Fractions and Ecosystem Dynamics across a Long Chronosequence in Hawaii. Ecology, 76(5), 1407–1424.",SL,*coordinates determined using google search of site,,napali-koma forest preserve / montane rainforest,34,939.2476196,18.41378975,622.666687,64,538,391,,-1.109730959,5.76067543,1.355700016,8,65.30000305,6854,865,261,22.88270569,88.46914673,,
148,87,87.3,1,-17.6,145.57,evergreen broadleaf tropical forests,Savannas,EBF,EBF,9,ND,20.1,2350,1020,field flux,2000,"Breuer, L., H. Papen, and K. Butterbach-Bahl. 2000. N2O emission from tropical forest soils of Australia. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 105:26353–26367.",CF,,,simple notophyll vine forest,32,2410.980957,19.44882965,1201.085693,52,506,309,432.0766602,-1.295314789,6.280964851,1.361600041,9,104.4300003,1710,989,24,1.465358019,63.5104866,,
173,103,103.3,1,-17.6,145.57,evergreen broadleaf tropical forest,Savannas,EBF,EBF,9,ND,20.1,2350,1020,lab flux,2002,"Breuer, L., R. Kiese, and K. Butterbach-Bahl. 2002. Temperature and moisture effects on nitrification rates in tropical rain-forest soils. SOIL SCIENCE SOCIETY OF AMERICA JOURNAL 66:834–844.",CF,,,Complex notophyll vine forest,32,2410.980957,19.44882965,1201.085693,52,506,309,432.0766602,-1.295314789,6.280964851,1.361600041,9,104.4300003,1710,989,24,1.465358019,63.5104866,,
364,220,220.3,1,-17.6,145.57,evergreen broadleaf tropical forest,Savannas,EBF,EBF,9,ND,20.1,2350,1020,lab flux,2005,"Breuer, L., and K. Butterbach-Bahl. 2005. Local temperature optimum of N2O production rates in tropical rain forest soils of Australia. AUSTRALIAN JOURNAL OF SOIL RESEARCH 43:689–694.",CF,**all site data from Breuer 2000 as cited in this paper,,simple notophyll vine forest,32,2410.980957,19.44882965,1201.085693,52,506,309,432.0766602,-1.295314789,6.280964851,1.361600041,9,104.4300003,1710,989,24,1.465358019,63.5104866,,
50,33,33.1,1,10.43,-84.01,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,Primary,24,4000,ND,lab flux,1988,"ROBERTSON, G., and J. TIEDJE. 1988. DEFORESTATION ALTERS DENITRIFICATION IN A LOWLAND TROPICAL RAIN-FOREST. NATURE 336:756–759.",FS,"Site given as La Selva, ",,evergreen broadleaf tropical forests,62,3560.090576,26.46051598,1409.833374,50,469,602,878.6196899,-0.930319846,6.979044437,1.36619997,2,231.3200073,2928,64.5,19,0.922875762,39.28664017,,
51,33,33.2,1,10.43,-84.01,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,Secondary,24,4000,ND,lab flux,1988,"ROBERTSON, G., and J. TIEDJE. 1988. DEFORESTATION ALTERS DENITRIFICATION IN A LOWLAND TROPICAL RAIN-FOREST. NATURE 336:756–759.",FS,"Site given as La Selva, ",,evergreen broadleaf tropical forests,62,3560.090576,26.46051598,1409.833374,50,469,602,878.6196899,-0.930319846,6.979044437,1.36619997,2,231.3200073,2928,64.5,19,0.922875762,39.28664017,,
123,75,75.3,1,18.38,109.48,evergreen broadleaf tropical forests,Woody Savannas,Woody Savannas,Savannas,8,Secondary,25.5,1400,ND,lab flux,2015,"Xie, Y., J. Zhang, L. Meng, C. Muller, and Z. Cai. 2015. Variations of soil N transformation and N2O emissions in tropical secondary forests along an aridity gradient. JOURNAL OF SOILS AND SEDIMENTS 15:1538–1548.",CF,*inferred from coordinate map in paper,,*evergreen broadleaf tropical forests,62,1540.30481,24.58623123,1096.028564,52,808,262,,-0.839130104,5.546143532,1.367799997,8,2710.689941,3331,115.5,119,11.54983425,77.22535706,,
44,26,26.1,3,-1.42,120.28,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,ND,1590,,field flux,2006,"Purbopuspito, J., E. Veldkamp, R. Brumme, and D. Murdiyarso. 2006. Trace gas fluxes and nitrogen cycling along an elevation sequence of tropical montane forests in Central Sulawesi, Indonesia. GLOBAL BIOGEOCHEMICAL CYCLES 20.",CF,*tropical montane forest - not much information maybe a dry season???,,evergreen broadleaf tropical forests,62,2107.633301,19.53746033,1029.528564,50,709,456,389.4309082,-1.407849312,6.614141941,1.370800018,2,470.8399963,559,1441,92,7.648254395,32.74436569,,
77,52,52.1,1,10.43,-84,evergreen broadleaf tropical forests,Woody Savannas,EBF,EBF,8,Primary,ND,ND,ND,lab flux,1995,"PARSONS, W., and M. KELLER. 1995. CONTROLS ON NITRIC-OXIDE EMISSIONS FROM TROPICAL PASTURE AND RAIN-FOREST SOILS. BIOLOGY AND FERTILITY OF SOILS 20:151–156.",CF,,,ND?***,90,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,8,231.3200073,2512,50,15,1.231472015,38.5550766,,
83,54,54.4,2,10.43,-84,evergreen broadleaf tropical forests,Woody Savannas,EBF,EBF,8,Secondary,25,4200,<100,field flux,1987,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163–170.",CF,*La Selva,,*evergreen broadleaf tropical forests,90,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,8,231.3200073,2512,50,15,1.231472015,38.5550766,,
84,54,54.5,1,10.43,-84,evergreen broadleaf tropical forests,Woody Savannas,EBF,EBF,8,Primary,25,4200,<100,field flux,1987,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163–170.",CF,*La Selva,,*evergreen broadleaf tropical forests,90,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,8,231.3200073,2512,50,15,1.231472015,38.5550766,,
105,64,64.1,1,10.43,-84,evergreen broadleaf tropical forests,Woody Savannas,EBF,EBF,8,Secondary,25.8,3962,ND,field flux,1995,"Neff, J., M. Keller, E. Holland, A. Weitz, and E. Veldkamp. 1995. Fluxes of nitric oxide from soils following the clearing and burning of a secondary tropical rain forest. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 100:25913–25922.",FS,"La Selva, NO only",,evergreen broadleaf tropical forests,90,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,8,231.3200073,2512,50,15,1.231472015,38.5550766,,
150,89,89.1,1,10.43,-84,evergreen broadleaf tropical forests,Woody Savannas,EBF,EBF,8,Primary,ND,ND,ND,field flux,1993,"PARSONS, W., M. MITRE, M. KELLER, and W. REINERS. 1993. NITRATE LIMITATION OF N2O PRODUCTION AND DENITRIFICATION FROM TROPICAL PASTURE AND RAIN-FOREST SOILS. BIOGEOCHEMISTRY 22:179–193.",CF,*La Selva,,*evergreen broadleaf tropical forests,90,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,8,231.3200073,2512,50,15,1.231472015,38.5550766,,
220,131,131.1,1,10.43,-84,evergreen broadleaf tropical forest,Woody Savannas,EBF,EBF,8,Primary,25.8,3962,ND,field flux,1994,"KELLER, M., and W. REINERS. 1994. SOIL ATMOSPHERE EXCHANGE OF NITROUS-OXIDE, NITRIC-OXIDE, AND METHANE UNDER SECONDARY SUCCESSION OF PASTURE TO FOREST IN THE ATLANTIC LOWLANDS OF COSTA-RICA. GLOBAL BIOGEOCHEMICAL CYCLES 8:399–409.",CF,,,evergreen broad-leaved forest,90,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,8,231.3200073,2512,50,15,1.231472015,38.5550766,,
